,source,freq,statement,veracity,length
2079,Ed Rendell,1,"""I’m not one for name calling.""",Pants on Fire!,31
2089,Chris Murphy,2,"""Ninety percent of Americans want our background check system strengthened and expanded to cover more gun sales.""",True,113
2169,Paul Manafort,1,"""The Clinton camp was the first to get it out there and try to say there was something untoward about the speech that Melania Trump gave.""",False,138
2172,Safety For All  Initiative,1,"""There are at least twice as many licensed firearm dealers in California as there are McDonald’s.""",True,98
2174,Jeff Sessions,3,"""There are about 350,000 people who succeed in crossing our borders illegally each year.""",False,89
2180,Mike Cernovich,1,"""The Cleveland police has issued a stand down order to officers.""",Pants on Fire!,65
2199,Bill Mitchell,1,"""Over the last six years, the state of Illinois spent about $320 million on illegal immigrants.""",True,96
2227,Brad Schimel,1,"""More people now die in Wisconsin from drug overdoses than car crashes.""",True,72
2262,Thomas Perez,1,"""If you are a member of  union, your median weekly income is roughly $200 more than if you are a nonunion member, and that doesn’t include benefits.""",True,149
2264,David A. Clarke Jr.,3,"""Doctors kill about 250,000 people a year in botched surgeries.""",False,64
2295,Loretta Lynch,1,"""The LGBT community is more often the victims of hate crimes than any other recognized group.""",True,94
2319,David Beckham,1,"""Swaziland has the highest rate of HIV infection in the world.""",True,63
2340,Rob Wittman,1,"""On average, each U.S. military working dog saves the lives of between 150 and 200 servicemen and women over the span of his career.""",False,133
2342,Tom McCarey,1,"""Never mind that no red light camera, no speed camera, nor any radar gun has ever stopped one accident from occurring.""",Pants on Fire!,119
2374,David Perdue,2,"""More businesses went out of business last year than were started for the first time in our history.""",False,101
2385,Robin Vos,1,"""The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.""",True,157
2408,Wendy Davis,2,"""Texas is one of only a handful of states that does not have an equal pay law.""",False,79
2424,Todd Wilcox,1,"""I can tell you that the enhanced interrogation techniques that have since been banned by this administration — specifically waterboarding — work.""",False,147
2434,William Devereaux,1,"""You can import as many hemp products into this country as you want...but we can’t grow it.""",True,92
2436,Steve Adler,2,"""The first tweet was sent from Austin.""",Pants on Fire!,39
2441,Tom Marino,1,"""I have had to fill out FEC reports for the past six years now, and they’re much more detailed than a tax return...""",False,116
2464,Mamie Locke,1,"""The United States has a low voter turnout rate.""",True,49
2472,Steve Adler,2,"""Austin is number one in Texas in startups, venture capital and patents.""",True,73
2485,Duf Sundheim,1,"""There is a 34 percent increase in violent crime in the state of California. … And that’s just within the last year.""",False,117
2497,Sylvester Turner,2,"""We have been focusing so much, especially the Texas Department of Transportation, on that 97 percent of people in single-occupancy vehicles.""",False,142
2500,Chris Koster,1,"""Closing the tobacco loophole would save Missouri taxpayers $50,000,000""",True,72
2522,Kirk Cox,1,"""In two years, Gov. McAuliffe has vetoed more bills that the previous three governors issued in each of their four-year terms.""",True,127
2535,Katie McGinty,1,"""Pat Toomey advocated for eliminating all corporate taxes.""",True,59
2545,Shawn O'Connor,1,"""A simple review of the Backroom’s health code records will reveal that the restaurant already has a long-standing problem with rodent infestations.""",Pants on Fire!,149
2565,Unbreakable Kimmy Schmidt,1,"""Dolphins are rapists. Look it up.""",False,35
2575,Steve Santarsiero,1,"""Steve Santarsiero wrote PA’s Gun Safety Law.""",False,46
2583,Corey Lewandowski,2,"""The chairman of the party of Florida, who is an avid and outward supporter of Marco Rubio, gets to appoint 30 of those delegates.""",False,131
2607,Jeff Bridges,1,"""Every bit of plastic that has ever been created still exists.""",False,63
2614,Sylvester Turner,2,"""The Katy Freeway, or Interstate 10 west of Houston, is the widest freeway in the world, with up to 26 lanes, including frontage road lanes.""",False,141
2615,Tammy Baldwin,1,"""Hedge fund managers and others in private equity pay much lower (tax) rates on their income than do truck drivers and teachers and nurses.""",False,140
2633,Hilary Treadwell,1,"""Rhode Island: 3% bigger at low tide.""",Pants on Fire!,38
2652,New Day for America,1,"""Many just call him 'Lyin' Ted.' ... His TV ad about John Kasich? Lie! Stations had to pull it off the air.""",False,108
2661,Trusted Leadership PAC,1,"""Millionaires working side by side with George Soros are bankrolling (John Kasich’s) super PAC.""",False,96
2693,Jim Kenney,3,"""Big soda has a lot of money. They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that we’re trying to cure.""",True,169
2698,Mark Herring,1,"""Since 1900, six (U.S. Supreme Court) justices have been confirmed during election years, including Justice Anthony Kennedy, who was confirmed in the final year of the Reagan Administration.""",True,191
2705,Coalition To Save  Memorial Hospital Birthing Center,1,"""This unit is the only one in the state that strives to implement the principles of Mother-Friendly care as outlined by the national Coalition for Improving Maternity Services Mother-Friendly Childbirth Initiative.""",False,215
2733,Eric  Greitens,1,"""We have ten different tax brackets and if you’re making $9,000, you’re already in the top tax bracket.""",False,104
2734,Joe Pitts,1,"""According to the Centers for Disease Control and Prevention (CDC), about 120 Americans on average die from a drug overdose every day. Overall, drug overdose deaths now outnumber deaths from firearms.""",True,201
2743,Richard  Ferruccio,2,"""We do not have an overcrowding problem. As a matter of fact, Rhode Island has one of the lowest incarceration rates in the country.""",True,133
2748,Brian Sims,2,"""The right-wing extremists are trying to take this seat so they can push their anti-choice and anti-equality agenda through our State House.""",Pants on Fire!,141
2774,Jeff Flake,1,"""One would have to go back more than a century to find a scenario where a president’s nominee for the Supreme Court was confirmed by the opposition party in the Senate when the vacancy occurred during an election year.""",True,219
2791,Jeff DeWit,1,"""Now we have ISIS coming over the (U.S.-Mexico) border.""",False,56
2792,Jim Kenney,3,"""When the City and the Fairmount Park Conservancy invested $5 million in Hunting Park, crime went down 89 percent within a half mile radius of the park over the next three years.""",True,179
2824,David Brooks,1,"""There’s no correlation between primary turnout and wins in the fall in the last 11 elections.""",True,95
2825,Ken Paxton,2,"""Statistics show 2 to 3 Texas women per week have major complications and 10 women per week seek help at an ER after an abortion.""",False,130
2836,Nevada State Democratic Party,1,"""Every Republican Senate candidate has now announced whether or not they support the Senate taking up the Supreme Court vacancy…except for Congressman Heck.""",False,157
2846,Stephanie Schriock,1,"""Texas is home to millions of Latinas, but the state has never elected a Latina to Congress.""",True,93
2857,Cory Gardner,1,"""It's been since 1888 that a Senate of a different party than the president in the White House confirmed a Supreme Court nominee.""",False,130
2878,Maggie Hassan,1,"""Drug overdoses are now the second-most common cause of death in New Hampshire.""",False,80
2879,Corey Lewandowski,2,"""Mr. Trump is self-financing his campaign, so we don’t have any donors.""",False,72
2890,Richard Blumenthal,1,"""There's never been a (U.S. Supreme Court) vacancy in the last, I think, 30 years, lasting longer than 237 days.""",True,113
2894,Stephen Colbert,1,"""People have actually broken down the transcripts for oral arguments and (Antonin Scalia) told more jokes and got more laughs than any of the other justices.""",True,158
2895,Tim McGinty,1,"""We are almost halfway to our goal of 1,000 rapes prosecuted!""",True,62
2919,American Future Fund,1,"""Kasich’s budget raised taxes by billions, hitting businesses hard and the middle class even harder.""",False,101
2929,Daniel Greenfield,1,"""Obama spent $7 billion to bring electricity to Africa, failed miserably.""",Pants on Fire!,74
2970,John Fetterman,1,"""I am the only candidate that has endorsed Bernie Sanders for President. In PA, I've got Bernie's back.""",True,104
2972,Loretta Sanchez,2,"""Nothing was done. I mean, $25 million was spent, but we don’t have that (gun ownership) database.""",Pants on Fire!,99
2980,Bob Donovan,2,"""This is the true picture of ‘Milwaukee's Renaissance’ after 12 years of Mayor Tom Barrett's leadership.""",Pants on Fire!,105
2983,Ed  Gillespie,2,"""More businesses are closing than opening in Virginia today.""",False,61
2985,Thomas Garrett Jr.,1,"""A (state) trooper with 10 years on the force is getting $500 a year more than a trooper with 10 minutes on the force.""",False,119
2988,Jack Reed,2,"""It is rare that a retirement grade determination is conducted for an officer previously retired from the U.S. armed forces.""",True,125
2989,Joe Straus,1,"""Texas is growing twice as fast as the rest of the country.""",True,60
3007,Dale Kooyenga,1,"""A lot of student loans are already refinanced by the federal government.""",False,74
3011,Virginia Center for Public Safety,1,"""Since John F. Kennedy was assassinated in 1963, more Americans have died by gunfire within our own country than American servicemen and women who were killed in all our wars.""",True,176
3012,John Cortes,1,"""Anyone can die of a toothache.""",True,32
3026,Mike  Rogers,1,"""Donald Trump is appealing as much to Democrats as he is to Republicans.""",Pants on Fire!,73
3072,Nicholas Mattiello,1,"""Let’s start with the premise that Rhode Island already has one of the 10 strictest [gun laws] amongst all the states.""",True,119
3078,Laura Ingraham,1,"""The 90 percent statistic of supporting background checks, that's been debunked.""",False,81
3083,My City Bikes,2,"""Bicycle ownership drops by half while obesity in Rhode Island rises by 154 percent""",Pants on Fire!,84
3107,André  Carson,1,"""Our larger domestic threat is from racial supremacist groups.""",False,63
3139,Occupy Democrats,2,"""If Trump had just put his father’s money in a mutual fund ... he’d have $8 billion.""",False,85
3170,Vicky Hartzler,1,"""Twenty-five percent of our kids in foster care are there because their parents are involved in drugs.""",True,103
